id,title,circrna_id,circ_rna_name,circrna_synonyms,disease_details,method,species,expression_pattern,description
72,Microarray Expression Profile of Circular RNAs in Heart Tissue of Mice with Myocardial Infarction-Induced Heart Failure.,-,-,mmu_circRNA_015506,heart failure,"RT-qPCR, microarray",mouse,up-regulated,The distinct expression patterns of circulatory circRNAs during HF indicate that circRNAs may actively respond to stress and thus serve as biomarkers of HF diagnosis and treatment.
73,Microarray Expression Profile of Circular RNAs in Heart Tissue of Mice with Myocardial Infarction-Induced Heart Failure.,-,-,mmu_circRNA_001135,heart failure,"RT-qPCR, microarray",mouse,down-regulated,The distinct expression patterns of circulatory circRNAs during HF indicate that circRNAs may actively respond to stress and thus serve as biomarkers of HF diagnosis and treatment.
74,Microarray Expression Profile of Circular RNAs in Heart Tissue of Mice with Myocardial Infarction-Induced Heart Failure.,-,-,mmu_circRNA_002007,heart failure,"RT-qPCR, microarray",mouse,down-regulated,The distinct expression patterns of circulatory circRNAs during HF indicate that circRNAs may actively respond to stress and thus serve as biomarkers of HF diagnosis and treatment.
75,Microarray Expression Profile of Circular RNAs in Heart Tissue of Mice with Myocardial Infarction-Induced Heart Failure.,-,-,mmu_circRNA_004768,heart failure,"RT-qPCR, microarray",mouse,down-regulated,The distinct expression patterns of circulatory circRNAs during HF indicate that circRNAs may actively respond to stress and thus serve as biomarkers of HF diagnosis and treatment.
76,Microarray Expression Profile of Circular RNAs in Heart Tissue of Mice with Myocardial Infarction-Induced Heart Failure.,-,-,mmu_circRNA_008398,heart failure,"RT-qPCR, microarray",mouse,down-regulated,The distinct expression patterns of circulatory circRNAs during HF indicate that circRNAs may actively respond to stress and thus serve as biomarkers of HF diagnosis and treatment.
77,Microarray Expression Profile of Circular RNAs in Heart Tissue of Mice with Myocardial Infarction-Induced Heart Failure.,-,-,mmu_circRNA_008640,heart failure,"RT-qPCR, microarray",mouse,down-regulated,The distinct expression patterns of circulatory circRNAs during HF indicate that circRNAs may actively respond to stress and thus serve as biomarkers of HF diagnosis and treatment.
78,Microarray Expression Profile of Circular RNAs in Heart Tissue of Mice with Myocardial Infarction-Induced Heart Failure.,-,-,mmu_circRNA_014961,heart failure,"RT-qPCR, microarray",mouse,down-regulated,The distinct expression patterns of circulatory circRNAs during HF indicate that circRNAs may actively respond to stress and thus serve as biomarkers of HF diagnosis and treatment.
79,Comprehensive analysis of differentially expressed profiles of lncRNAs and circRNAs with associated co-expression and ceRNA networks in bladder carcinoma.,-,hsa_circ_MYLK,-,bladder cancer,"RT-qPCR, microarray",human,up-regulated,"LncRNA-H19 and circular MYLK as well as circular CTDP1 could regulate the expression of DNMT3B, HAS3, VEGFA and ITGB1 through competing miRNA response elements (MREs) of miRNA-29a-3p, which would result in growth and metastasis of cancer."
80,Comprehensive analysis of differentially expressed profiles of lncRNAs and circRNAs with associated co-expression and ceRNA networks in bladder carcinoma.,-,hsa_circ_CTDP1,-,bladder cancer,"RT-qPCR, microarray",human,up-regulated,"LncRNA-H19 and circular MYLK as well as circular CTDP1 could regulate the expression of DNMT3B, HAS3, VEGFA and ITGB1 through competing miRNA response elements (MREs) of miRNA-29a-3p, which would result in growth and metastasis of cancer."
81,The Circular RNA Cdr1as Act as an Oncogene in Hepatocellular Carcinoma through Targeting miR-7 Expression.,hsa_circ_0001946,hsa_circ_CDR1,"ciRS-7, CDR1as",hepatocellular carcinoma,RT-qPCR,human,up-regulated,"Knockdown of Cdr1as suppressed the expression of miR-7 and also inhibited the CCNE1 and PIK3CD expression. Furthermore, knockdown of Cdr1as suppressed the HCC cell proliferation and invasion through targeting miR-7."
82,hsa_circRNA_103636: potential novel diagnostic and therapeutic biomarker in Major depressive disorder.,hsa_circ_0001410,hsa_circ_DCUN1D4,hsa_circRNA_103636,major depressive disorder,"RT-qPCR, microarray",human,down-regulated,These results suggest that altered expression of hsa_circRNA_103636 in peripheral blood mononuclear cells (PBMCs) is a potential novel biomarker for the diagnosis and treatment of major depressive disorder (MDD).
83,Profiling and bioinformatics analyses reveal differential circular RNA expression in radioresistant esophageal cancer cells.,hsa_circ_0089974,hsa_circ_NHS,circRNA_104983,radioresistant esophageal cancer cells,"RT-qPCR, microarray",human,up-regulated,"To validate the microarray profiling expression data, realtime quantitative RT-PCR revealed 4 upregulated and 5 downregulated expressed circRNAs as shown in Fig. 2. Expression levels detected by the two methods were consistent with each other, demonstrating the high reliability of the microarray expression results. Our study revealed a comprehensive expression and functional profile of differentially expressed circRNAs in radioresistant esophageal cancer cells, indicating possible involvement of these dysregulated circRNAs in the development of radiation resistance."
84,Profiling and bioinformatics analyses reveal differential circular RNA expression in radioresistant esophageal cancer cells.,hsa_circ_0000554,hsa_circ_LIN52,circRNA_001059,radioresistant esophageal cancer cells,"RT-qPCR, microarray",human,up-regulated,"To validate the microarray profiling expression data, realtime quantitative RT-PCR revealed 4 upregulated and 5 downregulated expressed circRNAs as shown in Fig. 2. Expression levels detected by the two methods were consistent with each other, demonstrating the high reliability of the microarray expression results. Our study revealed a comprehensive expression and functional profile of differentially expressed circRNAs in radioresistant esophageal cancer cells, indicating possible involvement of these dysregulated circRNAs in the development of radiation resistance."
85,Profiling and bioinformatics analyses reveal differential circular RNA expression in radioresistant esophageal cancer cells.,hsa_circ_0002019,hsa_circ_FOXRED1,circRNA_100984,radioresistant esophageal cancer cells,"RT-qPCR, microarray",human,up-regulated,"To validate the microarray profiling expression data, realtime quantitative RT-PCR revealed 4 upregulated and 5 downregulated expressed circRNAs as shown in Fig. 2. Expression levels detected by the two methods were consistent with each other, demonstrating the high reliability of the microarray expression results. Our study revealed a comprehensive expression and functional profile of differentially expressed circRNAs in radioresistant esophageal cancer cells, indicating possible involvement of these dysregulated circRNAs in the development of radiation resistance."
86,Profiling and bioinformatics analyses reveal differential circular RNA expression in radioresistant esophageal cancer cells.,hsa_circ_0014879,hsa_circ_DCAF8,circRNA_100367,radioresistant esophageal cancer cells,"RT-qPCR, microarray",human,up-regulated,"To validate the microarray profiling expression data, realtime quantitative RT-PCR revealed 4 upregulated and 5 downregulated expressed circRNAs as shown in Fig. 2. Expression levels detected by the two methods were consistent with each other, demonstrating the high reliability of the microarray expression results. Our study revealed a comprehensive expression and functional profile of differentially expressed circRNAs in radioresistant esophageal cancer cells, indicating possible involvement of these dysregulated circRNAs in the development of radiation resistance."
87,Profiling and bioinformatics analyses reveal differential circular RNA expression in radioresistant esophageal cancer cells.,hsa_circ_0004519,hsa_circ_RFWD3,circRNA_101877,radioresistant esophageal cancer cells,"RT-qPCR, microarray",human,down-regulated,"To validate the microarray profiling expression data, realtime quantitative RT-PCR revealed 4 upregulated and 5 downregulated expressed circRNAs as shown in Fig. 2. Expression levels detected by the two methods were consistent with each other, demonstrating the high reliability of the microarray expression results. Our study revealed a comprehensive expression and functional profile of differentially expressed circRNAs in radioresistant esophageal cancer cells, indicating possible involvement of these dysregulated circRNAs in the development of radiation resistance."
88,Profiling and bioinformatics analyses reveal differential circular RNA expression in radioresistant esophageal cancer cells.,hsa_circ_0058058,hsa_circ_ATIC,circRNA_102913,radioresistant esophageal cancer cells,"RT-qPCR, microarray",human,down-regulated,"To validate the microarray profiling expression data, realtime quantitative RT-PCR revealed 4 upregulated and 5 downregulated expressed circRNAs as shown in Fig. 2. Expression levels detected by the two methods were consistent with each other, demonstrating the high reliability of the microarray expression results. Our study revealed a comprehensive expression and functional profile of differentially expressed circRNAs in radioresistant esophageal cancer cells, indicating possible involvement of these dysregulated circRNAs in the development of radiation resistance."
89,Profiling and bioinformatics analyses reveal differential circular RNA expression in radioresistant esophageal cancer cells.,hsa_circ_0001336,hsa_circ_EEFSEC,circRNA_000695,radioresistant esophageal cancer cells,"RT-qPCR, microarray",human,down-regulated,"To validate the microarray profiling expression data, realtime quantitative RT-PCR revealed 4 upregulated and 5 downregulated expressed circRNAs as shown in Fig. 2. Expression levels detected by the two methods were consistent with each other, demonstrating the high reliability of the microarray expression results. Our study revealed a comprehensive expression and functional profile of differentially expressed circRNAs in radioresistant esophageal cancer cells, indicating possible involvement of these dysregulated circRNAs in the development of radiation resistance."
90,Profiling and bioinformatics analyses reveal differential circular RNA expression in radioresistant esophageal cancer cells.,hsa_circ_0000518,hsa_circ_RPPH1,circRNA_000167,radioresistant esophageal cancer cells,"RT-qPCR, microarray",human,down-regulated,"To validate the microarray profiling expression data, realtime quantitative RT-PCR revealed 4 upregulated and 5 downregulated expressed circRNAs as shown in Fig. 2. Expression levels detected by the two methods were consistent with each other, demonstrating the high reliability of the microarray expression results. Our study revealed a comprehensive expression and functional profile of differentially expressed circRNAs in radioresistant esophageal cancer cells, indicating possible involvement of these dysregulated circRNAs in the development of radiation resistance."
91,Profiling and bioinformatics analyses reveal differential circular RNA expression in radioresistant esophageal cancer cells.,hsa_circ_0032832,hsa_circ_STON2,circRNA_101419,radioresistant esophageal cancer cells,"RT-qPCR, microarray",human,down-regulated,"To validate the microarray profiling expression data, realtime quantitative RT-PCR revealed 4 upregulated and 5 downregulated expressed circRNAs as shown in Fig. 2. Expression levels detected by the two methods were consistent with each other, demonstrating the high reliability of the microarray expression results. Our study revealed a comprehensive expression and functional profile of differentially expressed circRNAs in radioresistant esophageal cancer cells, indicating possible involvement of these dysregulated circRNAs in the development of radiation resistance."
92,Characterization of circular RNAs landscape in multiple system atrophy brain.,hsa_circ_0038374,hsa_circ_IQCK,-,multiple system atrophy,RT-qPCR,human,up-regulated,"Five circRNAs, namely IQCK, MAP4K3, EFCAB11, DTNA, and MCTP1, were identified and validated as specifically over-expressed in MSA frontal cortex. The expression levels of linear transcripts were not significantly altered and thus did not follow the pattern of their circular counterparts. "
93,Characterization of circular RNAs landscape in multiple system atrophy brain.,hsa_circ_0054211,hsa_circ_MAP4K3,-,multiple system atrophy,RT-qPCR,human,up-regulated,"Five circRNAs, namely IQCK, MAP4K3, EFCAB11, DTNA, and MCTP2, were identified and validated as specifically over-expressed in MSA frontal cortex. The expression levels of linear transcripts were not significantly altered and thus did not follow the pattern of their circular counterparts."
94,Characterization of circular RNAs landscape in multiple system atrophy brain.,hsa_circ_0032891,hsa_circ_EFCAB11,-,multiple system atrophy,RT-qPCR,human,up-regulated,"Five circRNAs, namely IQCK, MAP4K3, EFCAB11, DTNA, and MCTP3, were identified and validated as specifically over-expressed in MSA frontal cortex. The expression levels of linear transcripts were not significantly altered and thus did not follow the pattern of their circular counterparts."
95,Characterization of circular RNAs landscape in multiple system atrophy brain.,hsa_circ_0108308,hsa_circ_DTNA,-,multiple system atrophy,RT-qPCR,human,up-regulated,"Five circRNAs, namely IQCK, MAP4K3, EFCAB11, DTNA, and MCTP4, were identified and validated as specifically over-expressed in MSA frontal cortex. The expression levels of linear transcripts were not significantly altered and thus did not follow the pattern of their circular counterparts."
